Computer ID,System Type,RAM Usage (%),CPU Usage (%),Disk Usage (%),Network Status,MissingPatchsKB,affected microsoft product ,Plateforme,Type of security risk,Severity,Download,Download (Link),CVE identifier(s)
CMP-2707,Workstation,53.0,27.9,42.0,Unstable,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49672
CMP-2708,Workstation,41.4,30.3,50.3,Unstable,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49672
CMP-2709,Workstation,45.6,55.5,77.8,Unstable,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49672
CMP-2710,Workstation,74.0,48.0,61.4,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49672
CMP-2711,Workstation,73.3,41.6,45.7,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49672
CMP-2712,Workstation,42.9,40.8,41.1,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49672
CMP-2713,Workstation,31.0,62.0,88.9,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49672
CMP-2714,Workstation,44.3,54.1,43.7,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49672
CMP-2715,Workstation,71.2,64.5,68.8,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49672
CMP-2716,Workstation,58.1,51.6,67.1,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49672
CMP-2717,Workstation,78.6,24.5,84.8,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49672
CMP-2718,Workstation,70.9,33.0,42.8,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49672
CMP-2719,Workstation,67.6,46.8,61.9,Offline,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49672
CMP-2720,Workstation,79.5,58.6,63.9,Unstable,5062560,Windows Server 2016,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49672
CMP-2721,Workstation,54.2,45.5,66.3,Online,5062553,Windows Server 2025,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49672
CMP-2722,Workstation,53.7,13.5,42.6,Online,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-49672
CMP-2723,Workstation,42.3,66.1,79.6,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49672
CMP-2724,Workstation,30.3,52.5,47.7,Offline,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49672
CMP-2725,Workstation,51.7,55.8,40.7,Online,5062572,Windows Server 2022,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49672
CMP-2726,Workstation,59.9,47.5,47.1,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49672
CMP-2727,Workstation,69.2,41.5,62.2,Online,5062557,Windows Server 2019,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49672
CMP-2728,Workstation,34.2,54.0,69.3,Unstable,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49671
CMP-2729,Workstation,32.5,15.1,48.3,Online,5062597,Windows Server 2012 R2,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49671
CMP-2730,Workstation,68.0,61.2,81.0,Online,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49671
CMP-2731,Workstation,39.0,29.6,44.7,Offline,5062592,Windows Server 2012,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49671
CMP-2732,Workstation,47.4,60.2,55.0,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49671
CMP-2733,Workstation,66.2,40.4,83.8,Unstable,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49671
CMP-2734,Workstation,54.0,64.7,41.5,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49671
CMP-2735,Workstation,68.4,56.1,64.6,Offline,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49671
CMP-2736,Workstation,65.8,12.6,75.3,Unstable,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49671
CMP-2737,Workstation,70.2,56.5,77.9,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49671
CMP-2738,Workstation,40.3,16.7,59.2,Offline,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49671
CMP-2739,Workstation,57.9,15.7,51.4,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49671
CMP-2740,Workstation,71.0,17.8,57.2,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49671
CMP-2741,Workstation,62.0,39.0,40.6,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49671
CMP-2742,Workstation,69.8,63.1,41.7,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49671
CMP-2743,Workstation,40.6,61.7,56.2,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49671
CMP-2744,Workstation,50.7,34.6,82.9,Unstable,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49671
CMP-2745,Workstation,72.3,64.1,64.0,Online,5062560,Windows Server 2016,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49671
CMP-2746,Workstation,78.1,24.7,67.1,Online,5062553,Windows Server 2025,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49671
CMP-2747,Workstation,79.8,38.1,73.2,Online,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-49671
CMP-2748,Workstation,40.0,54.3,59.2,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49671
CMP-2749,Workstation,58.7,21.6,70.3,Unstable,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49671
CMP-2750,Workstation,47.5,35.7,86.4,Online,5062572,Windows Server 2022,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49671
CMP-2751,Workstation,76.7,16.4,89.1,Unstable,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49671
CMP-2752,Workstation,61.7,25.3,45.1,Online,5062557,Windows Server 2019,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49671
CMP-2753,Workstation,79.5,42.2,64.8,Unstable,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49670
CMP-2754,Workstation,36.9,69.0,83.1,Offline,5062597,Windows Server 2012 R2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49670
CMP-2755,Workstation,71.4,67.3,80.1,Online,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49670
CMP-2756,Workstation,65.7,28.9,57.4,Online,5062592,Windows Server 2012,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49670
CMP-2757,Workstation,57.6,47.0,83.7,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49670
CMP-2758,Workstation,42.6,56.8,75.1,Offline,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49670
CMP-2759,Workstation,46.3,68.9,78.8,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49670
CMP-2760,Workstation,65.8,54.6,81.5,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49670
CMP-2761,Workstation,57.0,56.0,72.8,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49670
CMP-2762,Workstation,77.6,11.6,89.4,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49670
CMP-2763,Workstation,65.8,11.0,51.3,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49670
CMP-2764,Workstation,79.1,50.6,78.8,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49670
CMP-2765,Workstation,59.8,50.4,40.6,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49670
CMP-2766,Workstation,54.1,69.9,64.3,Offline,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49670
CMP-2767,Workstation,42.7,37.6,62.8,Unstable,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49670
CMP-2768,Workstation,59.5,28.6,51.1,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49670
CMP-2769,Workstation,46.9,15.8,72.7,Offline,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49670
CMP-2770,Workstation,61.0,41.3,75.6,Offline,5062560,Windows Server 2016,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49670
CMP-2771,Workstation,40.8,11.2,56.9,Online,5062553,Windows Server 2025,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49670
CMP-2772,Workstation,47.9,58.5,65.9,Online,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-49670
CMP-2773,Workstation,38.4,33.7,42.8,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49670
CMP-2774,Workstation,43.1,40.3,45.9,Online,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49670
CMP-2775,Workstation,31.0,33.2,76.9,Online,5062572,Windows Server 2022,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49670
CMP-2776,Workstation,41.9,38.3,85.8,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49670
CMP-2777,Workstation,32.9,56.2,63.8,Offline,5062557,Windows Server 2019,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49670
CMP-2778,Workstation,57.2,53.4,77.7,Online,5062552,Windows 11 Version 23H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49661
CMP-2779,Workstation,77.8,18.9,59.0,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49661
CMP-2780,Workstation,43.1,23.4,62.1,Offline,5062554,Windows 10 Version 22H2 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49661
CMP-2781,Workstation,55.0,31.9,44.0,Online,5062554,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49661
CMP-2782,Workstation,41.1,59.4,65.8,Offline,5062554,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49661
CMP-2783,Workstation,40.8,30.8,78.7,Online,5062552,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49661
CMP-2784,Workstation,67.7,31.8,68.8,Online,5062552,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49661
CMP-2785,Workstation,79.0,17.9,87.0,Online,5062554,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49661
CMP-2786,Workstation,67.2,68.7,54.5,Online,5062554,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49661
CMP-2787,Workstation,51.3,58.4,68.6,Online,5062554,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49661
CMP-2788,Workstation,42.3,46.8,79.4,Online,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49661
CMP-2789,Workstation,77.2,34.5,88.9,Online,5062572,Windows Server 2022,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49661
CMP-2790,Workstation,61.2,37.5,83.2,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49661
CMP-2791,Workstation,67.7,19.3,58.4,Online,5062557,Windows Server 2019,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49661
CMP-2792,Workstation,62.4,44.3,72.6,Unstable,5062557,Windows 10 Version 1809 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49661
CMP-2793,Workstation,72.4,56.4,46.3,Online,5062557,Windows 10 Version 1809 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49661
CMP-2794,Workstation,33.9,62.0,61.0,Offline,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49658
CMP-2795,Workstation,35.8,56.1,80.3,Online,5062597,Windows Server 2012 R2,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49658
CMP-2796,Workstation,79.1,37.6,75.1,Online,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49658
CMP-2797,Workstation,47.9,51.9,50.0,Offline,5062592,Windows Server 2012,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49658
CMP-2798,Workstation,30.9,26.0,80.6,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49658
CMP-2799,Workstation,62.2,41.9,58.4,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49658
CMP-2800,Workstation,79.2,51.9,57.8,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49658
CMP-2801,Workstation,63.8,29.2,54.0,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49658
CMP-2802,Workstation,72.6,57.9,42.6,Unstable,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49658
CMP-2803,Workstation,57.8,36.5,54.1,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49658
CMP-2804,Workstation,59.6,58.4,42.2,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49658
CMP-2805,Workstation,72.3,51.2,43.5,Offline,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49658
CMP-2806,Workstation,69.1,57.0,89.4,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49658
CMP-2807,Workstation,75.0,34.0,63.9,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49658
CMP-2808,Workstation,71.1,38.7,68.4,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Information Disclosure,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49658
CMP-2809,Workstation,70.6,63.1,87.6,Offline,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Information Disclosure,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49658
CMP-2810,Workstation,37.3,60.2,56.9,Offline,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49658
CMP-2811,Workstation,78.7,65.2,73.2,Unstable,5062560,Windows Server 2016,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49658
CMP-2812,Workstation,35.5,11.2,61.9,Unstable,5062560,Windows 10 Version 1607 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49658
CMP-2813,Workstation,54.6,21.7,42.1,Online,5062560,Windows 10 Version 1607 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-49658
CMP-2814,Workstation,73.4,48.5,73.1,Unstable,5062561,Windows 10 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,CVE-2025-49658
CMP-2815,Workstation,44.9,14.3,80.2,Online,5062561,Windows 10 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,CVE-2025-49658
CMP-2816,Workstation,68.7,42.6,54.4,Online,5062553,Windows Server 2025,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49658
CMP-2817,Workstation,31.4,57.1,45.9,Unstable,5062553,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49658
